time	V(vpwrout)	I(Pwrout)
Step Information: Lmatch=1n  (Run: 1/25)
1.918867512650454e-06	1.838184e+00	1.838184e-05
1.920839190976535e-06	1.838186e+00	1.838186e-05
1.922622382001648e-06	1.838188e+00	1.838188e-05
1.926188764051874e-06	1.838195e+00	1.838196e-05
1.933321528152325e-06	1.838217e+00	1.838217e-05
1.943087153152325e-06	1.838262e+00	1.838263e-05
1.952852778152325e-06	1.838323e+00	1.838323e-05
1.962618403152325e-06	1.838400e+00	1.838400e-05
1.972384028152325e-06	1.838492e+00	1.838492e-05
1.982149653152325e-06	1.838598e+00	1.838598e-05
1.991915278152325e-06	1.838717e+00	1.838717e-05
2.001680903152325e-06	1.838846e+00	1.838847e-05
2.011446528152325e-06	1.838987e+00	1.838987e-05
2.021212153152325e-06	1.839136e+00	1.839136e-05
2.030977778152326e-06	1.839293e+00	1.839294e-05
2.040743403152326e-06	1.839457e+00	1.839457e-05
2.050509028152326e-06	1.839625e+00	1.839625e-05
2.060274653152326e-06	1.839798e+00	1.839798e-05
2.070040278152326e-06	1.839974e+00	1.839974e-05
2.079805903152326e-06	1.840150e+00	1.840151e-05
2.089571528152326e-06	1.840326e+00	1.840327e-05
2.099337153152326e-06	1.840499e+00	1.840499e-05
2.109102778152326e-06	1.840668e+00	1.840668e-05
2.118868403152326e-06	1.840831e+00	1.840831e-05
2.128634028152326e-06	1.840987e+00	1.840986e-05
2.138399653152326e-06	1.841134e+00	1.841134e-05
2.148165278152326e-06	1.841273e+00	1.841273e-05
2.157930903152326e-06	1.841402e+00	1.841402e-05
2.167696528152326e-06	1.841521e+00	1.841521e-05
2.177462153152326e-06	1.841629e+00	1.841629e-05
2.187227778152326e-06	1.841725e+00	1.841725e-05
2.196993403152326e-06	1.841809e+00	1.841808e-05
2.206759028152326e-06	1.841879e+00	1.841879e-05
2.216524653152326e-06	1.841935e+00	1.841936e-05
2.226290278152326e-06	1.841976e+00	1.841976e-05
2.236055903152326e-06	1.842002e+00	1.842002e-05
2.245821528152326e-06	1.842011e+00	1.842012e-05
2.255587153152326e-06	1.842006e+00	1.842006e-05
2.265352778152326e-06	1.841984e+00	1.841984e-05
2.275118403152326e-06	1.841948e+00	1.841948e-05
2.284884028152326e-06	1.841899e+00	1.841899e-05
2.294649653152326e-06	1.841839e+00	1.841838e-05
2.301283812836196e-06	1.841792e+00	1.841788e-05
2.301314681284341e-06	1.841792e+00	1.841786e-05
2.301376418180631e-06	1.841792e+00	1.841817e-05
2.301401067029749e-06	1.841791e+00	1.841830e-05
2.301767230611023e-06	1.841788e+00	1.841785e-05
2.307267166996944e-06	1.841743e+00	1.841743e-05
2.312904344416631e-06	1.841693e+00	1.841693e-05
2.322669969416631e-06	1.841599e+00	1.841599e-05
2.332435594416631e-06	1.841498e+00	1.841498e-05
2.342201219416631e-06	1.841389e+00	1.841389e-05
2.351966844416631e-06	1.841275e+00	1.841275e-05
2.361732469416631e-06	1.841156e+00	1.841157e-05
2.371498094416631e-06	1.841035e+00	1.841035e-05
2.381263719416631e-06	1.840911e+00	1.840911e-05
2.391029344416631e-06	1.840787e+00	1.840787e-05
2.400794969416631e-06	1.840664e+00	1.840664e-05
2.410560594416631e-06	1.840543e+00	1.840543e-05
2.420326219416631e-06	1.840425e+00	1.840425e-05
2.430091844416631e-06	1.840309e+00	1.840309e-05
2.439857469416631e-06	1.840197e+00	1.840197e-05
2.449623094416631e-06	1.840090e+00	1.840090e-05
2.459388719416631e-06	1.839986e+00	1.839983e-05
2.459541307307256e-06	1.839985e+00	1.839981e-05
2.460456834651007e-06	1.839976e+00	1.839976e-05
2.461677537776006e-06	1.839963e+00	1.839964e-05
2.464118944026006e-06	1.839939e+00	1.839939e-05
2.469001756526006e-06	1.839893e+00	1.839892e-05
2.475342694776859e-06	1.839835e+00	1.839834e-05
2.482227250383799e-06	1.839776e+00	1.839776e-05
2.489001736308653e-06	1.839724e+00	1.839724e-05
2.496740809312658e-06	1.839672e+00	1.839672e-05
2.505724789096029e-06	1.839621e+00	1.839621e-05
2.515490414096029e-06	1.839578e+00	1.839578e-05
2.525256039096029e-06	1.839547e+00	1.839547e-05
2.529480734998146e-06	1.839538e+00	1.839538e-05
2.532533963611142e-06	1.839534e+00	1.839533e-05
2.535406350607727e-06	1.839530e+00	1.839530e-05
2.538564534969399e-06	1.839528e+00	1.839529e-05
2.541218257744947e-06	1.839527e+00	1.839528e-05
2.543841094450275e-06	1.839527e+00	1.839528e-05
2.546399480021773e-06	1.839528e+00	1.839529e-05
2.548773057775269e-06	1.839529e+00	1.839530e-05
2.553520213282262e-06	1.839534e+00	1.839535e-05
2.563014524296247e-06	1.839550e+00	1.839550e-05
2.572780149296247e-06	1.839574e+00	1.839574e-05
2.582545774296247e-06	1.839606e+00	1.839606e-05
2.592311399296247e-06	1.839646e+00	1.839645e-05
2.602077024296247e-06	1.839692e+00	1.839692e-05
2.611842649296247e-06	1.839745e+00	1.839745e-05
2.621608274296247e-06	1.839803e+00	1.839803e-05
2.631373899296247e-06	1.839864e+00	1.839864e-05
2.641139524296247e-06	1.839929e+00	1.839929e-05
2.650905149296247e-06	1.839997e+00	1.839997e-05
2.660670774296248e-06	1.840067e+00	1.840067e-05
2.670436399296248e-06	1.840138e+00	1.840138e-05
2.689967649296248e-06	1.840284e+00	1.840284e-05
2.699733274296248e-06	1.840359e+00	1.840359e-05
2.709498899296248e-06	1.840434e+00	1.840434e-05
2.719264524296248e-06	1.840508e+00	1.840509e-05
2.729030149296248e-06	1.840582e+00	1.840582e-05
2.738795774296248e-06	1.840652e+00	1.840652e-05
2.748561399296248e-06	1.840719e+00	1.840718e-05
2.758327024296248e-06	1.840780e+00	1.840779e-05
2.768092649296248e-06	1.840835e+00	1.840835e-05
2.777858274296248e-06	1.840883e+00	1.840883e-05
2.787623899296248e-06	1.840923e+00	1.840923e-05
2.797389524296248e-06	1.840955e+00	1.840955e-05
2.807155149296248e-06	1.840980e+00	1.840980e-05
2.816920774296248e-06	1.840998e+00	1.840998e-05
2.826686399296248e-06	1.841012e+00	1.841011e-05
2.836452024296248e-06	1.841022e+00	1.841021e-05
2.846217649296248e-06	1.841028e+00	1.841028e-05
2.855983274296248e-06	1.841031e+00	1.841031e-05
2.865316850770603e-06	1.841031e+00	1.841032e-05
2.875082475770603e-06	1.841030e+00	1.841030e-05
2.884848100770603e-06	1.841026e+00	1.841026e-05
2.894613725770603e-06	1.841021e+00	1.841021e-05
2.904379350770603e-06	1.841016e+00	1.841016e-05
2.914144975770603e-06	1.841012e+00	1.841012e-05
2.923910600770603e-06	1.841007e+00	1.841007e-05
2.933676225770603e-06	1.841003e+00	1.841004e-05
2.943441850770604e-06	1.841000e+00	1.841000e-05
2.953207475770604e-06	1.840995e+00	1.840995e-05
2.962973100770604e-06	1.840990e+00	1.840990e-05
2.972738725770604e-06	1.840983e+00	1.840983e-05
2.982504350770604e-06	1.840976e+00	1.840977e-05
2.992269975770604e-06	1.840970e+00	1.840970e-05
3.002035600770604e-06	1.840964e+00	1.840964e-05
3.011801225770604e-06	1.840960e+00	1.840960e-05
3.021566850770604e-06	1.840959e+00	1.840959e-05
3.031332475770604e-06	1.840962e+00	1.840962e-05
3.041098100770604e-06	1.840969e+00	1.840969e-05
3.050863725770604e-06	1.840982e+00	1.840982e-05
3.060629350770604e-06	1.841000e+00	1.841000e-05
3.070394975770604e-06	1.841024e+00	1.841023e-05
3.080160600770604e-06	1.841052e+00	1.841052e-05
3.089926225770604e-06	1.841085e+00	1.841085e-05
3.099691850770604e-06	1.841120e+00	1.841120e-05
3.109457475770604e-06	1.841158e+00	1.841158e-05
3.119223100770604e-06	1.841198e+00	1.841198e-05
3.128988725770604e-06	1.841239e+00	1.841239e-05
3.138754350770604e-06	1.841282e+00	1.841281e-05
3.148519975770604e-06	1.841325e+00	1.841325e-05
3.158285600770604e-06	1.841368e+00	1.841368e-05
3.168051225770604e-06	1.841411e+00	1.841410e-05
3.177816850770604e-06	1.841452e+00	1.841452e-05
3.187582475770604e-06	1.841492e+00	1.841492e-05
3.197348100770604e-06	1.841530e+00	1.841530e-05
3.207113725770604e-06	1.841566e+00	1.841566e-05
3.216879350770604e-06	1.841600e+00	1.841601e-05
3.226644975770604e-06	1.841633e+00	1.841633e-05
3.236410600770604e-06	1.841665e+00	1.841665e-05
3.246176225770604e-06	1.841694e+00	1.841694e-05
3.255941850770604e-06	1.841721e+00	1.841721e-05
3.265707475770604e-06	1.841745e+00	1.841745e-05
3.275473100770604e-06	1.841764e+00	1.841764e-05
3.285238725770604e-06	1.841779e+00	1.841780e-05
3.295004350770604e-06	1.841788e+00	1.841788e-05
3.304769975770604e-06	1.841789e+00	1.841790e-05
