time	V(vpwrout)	V(vpztin)	I(Pwrout)	I(Pztin)
5.696656030947523e-007	3.564389e+000	-5.868980e+004	3.562845e-005	-3.010202e+001
5.698440776551453e-007	3.564368e+000	-5.868577e+004	3.562917e-005	-2.891084e+001
5.700225522155383e-007	3.564348e+000	-5.868164e+004	3.563417e-005	-2.762912e+001
5.702010267759314e-007	3.564329e+000	-5.867742e+004	3.564344e-005	-2.625684e+001
5.711498765559668e-007	3.564240e+000	-5.865415e+004	3.564248e-005	-1.838776e+001
5.717308444547812e-007	3.564197e+000	-5.863904e+004	3.564208e-005	-1.295399e+001
5.720203684341044e-007	3.564182e+000	-5.863116e+004	3.564192e-005	-1.003644e+001
5.722996336614665e-007	3.564171e+000	-5.862335e+004	3.564177e-005	-7.128420e+000
5.725406171303323e-007	3.564165e+000	-5.861646e+004	3.564171e-005	-4.578508e+000
5.727830160140137e-007	3.564160e+000	-5.860944e+004	3.565750e-005	-1.991206e+000
5.727837972041998e-007	3.564160e+000	-5.860942e+004	3.565289e-005	-1.982835e+000
5.727884843453163e-007	3.564160e+000	-5.860928e+004	3.563240e-005	-1.932521e+000
5.727947338668049e-007	3.564160e+000	-5.860909e+004	3.563784e-005	-1.865431e+000
5.728000312276706e-007	3.564160e+000	-5.860894e+004	3.564307e-005	-1.808558e+000
5.728032621232568e-007	3.564160e+000	-5.860884e+004	3.565813e-005	-1.773869e+000
5.728055900766566e-007	3.564160e+000	-5.860878e+004	3.565925e-005	-1.748873e+000
5.728084544363828e-007	3.564160e+000	-5.860869e+004	3.564268e-005	-1.718116e+000
5.728162371875583e-007	3.564160e+000	-5.860846e+004	3.563515e-005	-1.634540e+000
5.728202310519415e-007	3.564160e+000	-5.860834e+004	3.564358e-005	-1.591648e+000
5.728266954537245e-007	3.564160e+000	-5.860816e+004	3.564289e-005	-1.522218e+000
5.728376238991822e-007	3.564160e+000	-5.860783e+004	3.564238e-005	-1.404827e+000
5.728574709786632e-007	3.564160e+000	-5.860725e+004	3.564391e-005	-1.191594e+000
5.728926870200749e-007	3.564159e+000	-5.860621e+004	3.564451e-005	-8.131638e-001
5.729105115390158e-007	3.564159e+000	-5.860568e+004	3.564401e-005	-6.215867e-001
5.729263189694954e-007	3.564159e+000	-5.860521e+004	3.564141e-005	-4.516648e-001
5.729377342287162e-007	3.564159e+000	-5.860487e+004	3.564070e-005	-3.289465e-001
5.729514166778611e-007	3.564159e+000	-5.860446e+004	3.564344e-005	-1.818458e-001
5.729672641218109e-007	3.564159e+000	-5.860399e+004	3.564469e-005	-1.146061e-002
5.729908099046085e-007	3.564159e+000	-5.860329e+004	3.564234e-005	2.417011e-001
5.730379014702039e-007	3.564159e+000	-5.860188e+004	3.564021e-005	7.479835e-001
5.731149914075605e-007	3.564160e+000	-5.859957e+004	3.564123e-005	1.576504e+000
5.731970758817473e-007	3.564160e+000	-5.859709e+004	3.564171e-005	2.457906e+000
5.733065144227581e-007	3.564162e+000	-5.859376e+004	3.564167e-005	3.629936e+000
5.735253915047795e-007	3.564167e+000	-5.858699e+004	3.564160e-005	5.954071e+000
5.739631456688226e-007	3.564184e+000	-5.857309e+004	3.564173e-005	1.048304e+001
5.746808715289679e-007	3.564229e+000	-5.854938e+004	3.564224e-005	1.743916e+001
5.756012330863178e-007	3.564310e+000	-5.851717e+004	3.564308e-005	2.511592e+001
5.767681675538364e-007	3.564443e+000	-5.847320e+004	3.564440e-005	3.215470e+001
5.781109839598560e-007	3.564618e+000	-5.841784e+004	3.564616e-005	3.576304e+001
5.796291709598300e-007	3.564814e+000	-5.834834e+004	3.564814e-005	3.365662e+001
5.812353914936564e-007	3.564987e+000	-5.826619e+004	3.564987e-005	2.501775e+001
5.827090669433544e-007	3.565098e+000	-5.818289e+004	3.565097e-005	1.270259e+001
5.835651164190456e-007	3.565130e+000	-5.813031e+004	3.565124e-005	4.128870e+000
5.842949493851724e-007	3.565132e+000	-5.808254e+004	3.565125e-005	-3.577821e+000
5.849659812206051e-007	3.565113e+000	-5.803617e+004	3.565111e-005	-1.041204e+001
5.860748138564337e-007	3.565046e+000	-5.795522e+004	3.565048e-005	-2.044069e+001
5.872684067083919e-007	3.564940e+000	-5.786341e+004	3.564941e-005	-2.905326e+001
5.881591084280553e-007	3.564842e+000	-5.779172e+004	3.564836e-005	-3.357133e+001
5.886037340378272e-007	3.564786e+000	-5.775477e+004	3.564783e-005	-3.498532e+001
5.886565004810646e-007	3.564780e+000	-5.775034e+004	3.564664e-005	-3.511622e+001
5.887092669243020e-007	3.564773e+000	-5.774589e+004	3.564582e-005	-3.523282e+001
5.887620333675394e-007	3.564766e+000	-5.774143e+004	3.564538e-005	-3.533512e+001
5.888147998107769e-007	3.564759e+000	-5.773695e+004	3.564530e-005	-3.542314e+001
5.888675662540142e-007	3.564752e+000	-5.773245e+004	3.564560e-005	-3.549685e+001
5.889203326972516e-007	3.564745e+000	-5.772794e+004	3.564626e-005	-3.555627e+001
5.889730991404890e-007	3.564738e+000	-5.772341e+004	3.564730e-005	-3.560140e+001
5.893192563179721e-007	3.564692e+000	-5.769346e+004	3.564689e-005	-3.565604e+001
5.897332293543714e-007	3.564638e+000	-5.765709e+004	3.564629e-005	-3.520847e+001
5.902608117124498e-007	3.564569e+000	-5.761011e+004	3.564563e-005	-3.400964e+001
5.906470443329675e-007	3.564520e+000	-5.757525e+004	3.564516e-005	-3.267678e+001
5.910135580250587e-007	3.564475e+000	-5.754175e+004	3.564459e-005	-3.099061e+001
5.910794597363528e-007	3.564467e+000	-5.753568e+004	3.564415e-005	-3.064210e+001
5.910995436206961e-007	3.564465e+000	-5.753382e+004	3.588200e-005	-3.053291e+001
5.910996277733630e-007	3.564465e+000	-5.753382e+004	3.568332e-005	-3.053245e+001
5.910997960786966e-007	3.564465e+000	-5.753380e+004	3.556411e-005	-3.053152e+001
5.912967133190802e-007	3.564441e+000	-5.751552e+004	3.561618e-005	-2.935206e+001
5.914936305594638e-007	3.564418e+000	-5.749714e+004	3.565467e-005	-2.809084e+001
5.916905477998474e-007	3.564397e+000	-5.747866e+004	3.567957e-005	-2.674785e+001
5.918874650402311e-007	3.564376e+000	-5.746009e+004	3.569087e-005	-2.532310e+001
5.920843822806146e-007	3.564356e+000	-5.744143e+004	3.568859e-005	-2.381658e+001
5.922812995209983e-007	3.564338e+000	-5.742266e+004	3.567271e-005	-2.222829e+001
5.924782167613818e-007	3.564321e+000	-5.740380e+004	3.564325e-005	-2.055824e+001
5.928180585750302e-007	3.564292e+000	-5.737114e+004	3.564300e-005	-1.761134e+001
5.930972308252982e-007	3.564273e+000	-5.734407e+004	3.564283e-005	-1.501070e+001
5.931503377216873e-007	3.564270e+000	-5.733889e+004	3.564118e-005	-1.449881e+001
5.932202998077784e-007	3.564265e+000	-5.733205e+004	3.564199e-005	-1.381707e+001
5.932902618938696e-007	3.564262e+000	-5.732521e+004	3.564258e-005	-1.312912e+001
5.933602239799607e-007	3.564258e+000	-5.731835e+004	3.564295e-005	-1.243497e+001
5.934301860660520e-007	3.564255e+000	-5.731148e+004	3.564312e-005	-1.173461e+001
5.935001481521431e-007	3.564251e+000	-5.730459e+004	3.564306e-005	-1.102804e+001
5.935701102382343e-007	3.564249e+000	-5.729769e+004	3.564280e-005	-1.031527e+001
5.936400723243254e-007	3.564246e+000	-5.729077e+004	3.564232e-005	-9.596301e+000
5.940738192187967e-007	3.564232e+000	-5.724776e+004	3.564228e-005	-5.097475e+000
5.942906853965147e-007	3.564228e+000	-5.722613e+004	3.564220e-005	-2.814177e+000
5.944973265200518e-007	3.564226e+000	-5.720541e+004	3.564114e-005	-6.144044e-001
5.945302390820058e-007	3.564226e+000	-5.720210e+004	3.564254e-005	-2.628795e-001
5.945495868225763e-007	3.564226e+000	-5.720015e+004	3.564561e-005	-5.613001e-002
5.945656189897307e-007	3.564226e+000	-5.719854e+004	3.564541e-005	1.152280e-001
5.945811192967298e-007	3.564226e+000	-5.719697e+004	3.564296e-005	2.809296e-001
5.946121199107280e-007	3.564226e+000	-5.719385e+004	3.564202e-005	6.123891e-001
5.947981235947175e-007	3.564228e+000	-5.717504e+004	3.564206e-005	2.599741e+000
5.950461285067034e-007	3.564233e+000	-5.714980e+004	3.564234e-005	5.230919e+000
5.955421383306753e-007	3.564252e+000	-5.709882e+004	3.564252e-005	1.033035e+001
5.965341579786190e-007	3.564317e+000	-5.699519e+004	3.564316e-005	1.969729e+001
5.976576518430854e-007	3.564425e+000	-5.687498e+004	3.564426e-005	2.826526e+001
5.990906299695917e-007	3.564600e+000	-5.671679e+004	3.564598e-005	3.499294e+001
6.005163125040826e-007	3.564788e+000	-5.655324e+004	3.564785e-005	3.610069e+001
6.021514416996676e-007	3.564986e+000	-5.635692e+004	3.564986e-005	3.032465e+001
6.038159122783242e-007	3.565141e+000	-5.614794e+004	3.565143e-005	1.857767e+001
6.048633972150996e-007	3.565202e+000	-5.601112e+004	3.565205e-005	8.798333e+000
6.055328860962436e-007	3.565216e+000	-5.592074e+004	3.565221e-005	1.861138e+000
6.063165035552632e-007	3.565209e+000	-5.581220e+004	3.565212e-005	-6.301376e+000
6.070898843343762e-007	3.565179e+000	-5.570225e+004	3.565180e-005	-1.378320e+001
6.083158478512536e-007	3.565092e+000	-5.552280e+004	3.565094e-005	-2.368502e+001
6.095857429048214e-007	3.564968e+000	-5.533171e+004	3.564970e-005	-3.105926e+001
6.104522824638225e-007	3.564867e+000	-5.519810e+004	3.564870e-005	-3.384750e+001
6.110323243051778e-007	3.564795e+000	-5.510710e+004	3.564795e-005	-3.444436e+001
6.111014226628116e-007	3.564786e+000	-5.509620e+004	3.564580e-005	-3.445954e+001
6.111705210204453e-007	3.564777e+000	-5.508527e+004	3.564433e-005	-3.445015e+001
6.112396193780791e-007	3.564769e+000	-5.507431e+004	3.564354e-005	-3.441619e+001
6.113087177357130e-007	3.564760e+000	-5.506333e+004	3.564344e-005	-3.435766e+001
6.113778160933467e-007	3.564751e+000	-5.505232e+004	3.564403e-005	-3.427455e+001
6.114469144509805e-007	3.564742e+000	-5.504129e+004	3.564530e-005	-3.416687e+001
6.115160128086142e-007	3.564734e+000	-5.503023e+004	3.564726e-005	-3.403462e+001
6.117110741844705e-007	3.564709e+000	-5.499895e+004	3.564710e-005	-3.358836e+001
6.120294297580619e-007	3.564670e+000	-5.494761e+004	3.564678e-005	-3.259050e+001
6.125545413486566e-007	3.564608e+000	-5.486245e+004	3.564601e-005	-3.045424e+001
6.129466087243917e-007	3.564564e+000	-5.479843e+004	3.564521e-005	-2.841246e+001
6.130167706904760e-007	3.564556e+000	-5.478692e+004	3.564566e-005	-2.799210e+001
6.130869326565605e-007	3.564549e+000	-5.477540e+004	3.564592e-005	-2.755907e+001
6.131570946226448e-007	3.564542e+000	-5.476386e+004	3.564597e-005	-2.711337e+001
6.132272565887292e-007	3.564534e+000	-5.475231e+004	3.564583e-005	-2.665499e+001
6.132974185548135e-007	3.564527e+000	-5.474075e+004	3.564548e-005	-2.618394e+001
6.133675805208980e-007	3.564520e+000	-5.472917e+004	3.564494e-005	-2.570021e+001
6.134377424869824e-007	3.564514e+000	-5.471758e+004	3.564420e-005	-2.520380e+001
6.134490057099016e-007	3.564513e+000	-5.471572e+004	3.565801e-005	-2.512323e+001
6.134511237979517e-007	3.564512e+000	-5.471537e+004	3.541509e-005	-2.510806e+001
6.134511862509638e-007	3.564512e+000	-5.471536e+004	3.528595e-005	-2.510761e+001
6.134513443871007e-007	3.564512e+000	-5.471533e+004	3.540245e-005	-2.510647e+001
6.134515991666476e-007	3.564512e+000	-5.471529e+004	3.604342e-005	-2.510464e+001
6.134519089487598e-007	3.564512e+000	-5.471524e+004	3.602107e-005	-2.510242e+001
6.134525285129841e-007	3.564512e+000	-5.471514e+004	3.566334e-005	-2.509798e+001
6.134534062623116e-007	3.564512e+000	-5.471499e+004	3.563491e-005	-2.509168e+001
6.134545156056958e-007	3.564512e+000	-5.471481e+004	3.556042e-005	-2.508371e+001
6.134598396566791e-007	3.564512e+000	-5.471393e+004	3.565176e-005	-2.504544e+001
6.135979050882892e-007	3.564498e+000	-5.469106e+004	3.564733e-005	-2.401228e+001
6.137359705198992e-007	3.564485e+000	-5.466815e+004	3.564402e-005	-2.294484e+001
6.138740359515093e-007	3.564473e+000	-5.464520e+004	3.564184e-005	-2.184311e+001
6.140121013831193e-007	3.564462e+000	-5.462221e+004	3.564079e-005	-2.070709e+001
6.141501668147294e-007	3.564451e+000	-5.459917e+004	3.564086e-005	-1.953678e+001
6.142882322463394e-007	3.564440e+000	-5.457610e+004	3.564205e-005	-1.833218e+001
6.144262976779495e-007	3.564430e+000	-5.455298e+004	3.564437e-005	-1.709330e+001
6.146315970279673e-007	3.564416e+000	-5.451856e+004	3.564423e-005	-1.522820e+001
6.147698867772873e-007	3.564408e+000	-5.449530e+004	3.564395e-005	-1.392145e+001
6.149604473254809e-007	3.564398e+000	-5.446317e+004	3.564389e-005	-1.206938e+001
6.151572271064235e-007	3.564390e+000	-5.442987e+004	3.564399e-005	-1.010079e+001
6.155507866683085e-007	3.564377e+000	-5.436309e+004	3.564370e-005	-6.084974e+000
6.157212461863691e-007	3.564373e+000	-5.433406e+004	3.564365e-005	-4.312279e+000
6.160621652224904e-007	3.564369e+000	-5.427582e+004	3.564330e-005	-7.186492e-001
6.161237600884130e-007	3.564369e+000	-5.426527e+004	3.564317e-005	-6.575535e-002
6.161865180270094e-007	3.564369e+000	-5.425451e+004	3.564341e-005	6.018231e-001
6.162209126681810e-007	3.564369e+000	-5.424861e+004	3.564404e-005	9.679322e-001
6.164700578064887e-007	3.564372e+000	-5.420577e+004	3.564365e-005	3.619148e+000
6.167547951074118e-007	3.564379e+000	-5.415659e+004	3.564389e-005	6.620728e+000
6.173242697092580e-007	3.564404e+000	-5.405756e+004	3.564415e-005	1.238468e+001
6.184378818913814e-007	3.564484e+000	-5.386186e+004	3.564483e-005	2.253767e+001
6.195987672025328e-007	3.564603e+000	-5.365466e+004	3.564604e-005	3.068703e+001
6.211063792960200e-007	3.564794e+000	-5.338014e+004	3.564798e-005	3.641460e+001
6.225563131245784e-007	3.564985e+000	-5.310964e+004	3.564987e-005	3.597158e+001
6.242591463706033e-007	3.565181e+000	-5.278265e+004	3.565181e-005	2.813099e+001
6.259679631275019e-007	3.565323e+000	-5.244516e+004	3.565321e-005	1.472242e+001
6.269129896774235e-007	3.565365e+000	-5.225370e+004	3.565360e-005	5.509067e+000
6.276024345229265e-007	3.565371e+000	-5.211102e+004	3.565365e-005	-1.655662e+000
6.284144082406782e-007	3.565353e+000	-5.194005e+004	3.565347e-005	-9.814660e+000
6.293714250440743e-007	3.565302e+000	-5.173481e+004	3.565297e-005	-1.829353e+001
6.306489398918783e-007	3.565197e+000	-5.145553e+004	3.565196e-005	-2.707982e+001
6.317269273800910e-007	3.565085e+000	-5.121555e+004	3.565086e-005	-3.168603e+001
6.326270973043236e-007	3.564980e+000	-5.101196e+004	3.564981e-005	-3.294588e+001
6.334270340060396e-007	3.564886e+000	-5.082870e+004	3.564885e-005	-3.185681e+001
6.343226689245498e-007	3.564788e+000	-5.062115e+004	3.564787e-005	-2.828889e+001
6.353482136264401e-007	3.564687e+000	-5.038141e+004	3.564688e-005	-2.213248e+001
6.356221956103234e-007	3.564664e+000	-5.031694e+004	3.564673e-005	-2.009332e+001
6.357925102212831e-007	3.564652e+000	-5.027671e+004	3.546645e-005	-1.868519e+001
6.357926803400601e-007	3.564652e+000	-5.027667e+004	3.563779e-005	-1.868374e+001
6.357928053224670e-007	3.564652e+000	-5.027664e+004	3.576279e-005	-1.868267e+001
6.357931288551130e-007	3.564652e+000	-5.027656e+004	3.548463e-005	-1.867990e+001
6.357939602866809e-007	3.564651e+000	-5.027637e+004	3.565422e-005	-1.867278e+001
6.358005378405515e-007	3.564651e+000	-5.027481e+004	3.564358e-005	-1.861636e+001
6.358080550449750e-007	3.564651e+000	-5.027303e+004	3.564358e-005	-1.855177e+001
6.358204435373319e-007	3.564650e+000	-5.027010e+004	3.564358e-005	-1.844513e+001
6.358341839077172e-007	3.564649e+000	-5.026685e+004	3.564455e-005	-1.832655e+001
6.358468732331162e-007	3.564648e+000	-5.026385e+004	3.564544e-005	-1.821676e+001
6.358594075003485e-007	3.564647e+000	-5.026088e+004	3.564360e-005	-1.810802e+001
6.358860425444315e-007	3.564645e+000	-5.025457e+004	3.564261e-005	-1.787599e+001
6.359180038405016e-007	3.564643e+000	-5.024700e+004	3.564358e-005	-1.759590e+001
6.359970680462496e-007	3.564638e+000	-5.022827e+004	3.564673e-005	-1.689511e+001
6.362375454781355e-007	3.564623e+000	-5.017119e+004	3.564664e-005	-1.469219e+001
6.364859755852740e-007	3.564611e+000	-5.011205e+004	3.564616e-005	-1.231251e+001
6.369828357995510e-007	3.564592e+000	-4.999346e+004	3.564581e-005	-7.390714e+000
6.372366892832394e-007	3.564585e+000	-4.993272e+004	3.564577e-005	-4.804652e+000
6.375565926142014e-007	3.564581e+000	-4.985592e+004	3.564579e-005	-1.460746e+000
6.376472437315829e-007	3.564580e+000	-4.983413e+004	3.564571e-005	-5.048662e-001
6.376904214916524e-007	3.564580e+000	-4.982373e+004	3.564618e-005	-4.829340e-002
6.377068040537003e-007	3.564580e+000	-4.981979e+004	3.564780e-005	1.251363e-001
6.377224643332391e-007	3.564580e+000	-4.981602e+004	3.564886e-005	2.910212e-001
6.377537848923166e-007	3.564580e+000	-4.980848e+004	3.564730e-005	6.229908e-001
6.381922727194024e-007	3.564586e+000	-4.970260e+004	3.564579e-005	5.266133e+000
6.386934016646433e-007	3.564604e+000	-4.958098e+004	3.564614e-005	1.042756e+001
6.396956595551250e-007	3.564667e+000	-4.933621e+004	3.564672e-005	1.996828e+001
6.408599947260433e-007	3.564776e+000	-4.904914e+004	3.564775e-005	2.900253e+001
6.423070641526748e-007	3.564950e+000	-4.868781e+004	3.564946e-005	3.600207e+001
6.437751610057439e-007	3.565144e+000	-4.831530e+004	3.565140e-005	3.730893e+001
6.454321372490906e-007	3.565348e+000	-4.788661e+004	3.565345e-005	3.157174e+001
6.471420835955611e-007	3.565510e+000	-4.743523e+004	3.565508e-005	1.952069e+001
6.482939867597302e-007	3.565577e+000	-4.712551e+004	3.565574e-005	8.785123e+000
6.489827205083468e-007	3.565592e+000	-4.693737e+004	3.565590e-005	1.706194e+000
6.497654163766485e-007	3.565585e+000	-4.672087e+004	3.565586e-005	-6.307859e+000
6.505402055487868e-007	3.565556e+000	-4.650386e+004	3.565555e-005	-1.357347e+001
6.517624625963897e-007	3.565473e+000	-4.615671e+004	3.565471e-005	-2.293796e+001
6.530349654505521e-007	3.565356e+000	-4.579013e+004	3.565353e-005	-2.945824e+001
6.541474241158821e-007	3.565235e+000	-4.546516e+004	3.565233e-005	-3.158888e+001
6.552327218375046e-007	3.565116e+000	-4.514430e+004	3.565116e-005	-2.998872e+001
6.563782789201089e-007	3.565001e+000	-4.480236e+004	3.565005e-005	-2.483087e+001
6.573000813731387e-007	3.564926e+000	-4.452504e+004	3.564930e-005	-1.841988e+001
6.580736534032232e-007	3.564880e+000	-4.429097e+004	3.564890e-005	-1.175126e+001
6.584058439801541e-007	3.564865e+000	-4.419010e+004	3.565033e-005	-8.600914e+000
6.584085549081265e-007	3.564865e+000	-4.418927e+004	3.567338e-005	-8.573881e+000
6.584173983661710e-007	3.564865e+000	-4.418658e+004	3.564842e-005	-8.485640e+000
6.584245693635973e-007	3.564865e+000	-4.418440e+004	3.564433e-005	-8.414019e+000
6.584351028894343e-007	3.564864e+000	-4.418119e+004	3.564689e-005	-8.308713e+000
6.584516239988764e-007	3.564864e+000	-4.417616e+004	3.564952e-005	-8.143290e+000
6.584787918000121e-007	3.564863e+000	-4.416789e+004	3.564936e-005	-7.870620e+000
6.585200155461678e-007	3.564862e+000	-4.415533e+004	3.564823e-005	-7.455460e+000
6.585774084756569e-007	3.564860e+000	-4.413784e+004	3.564843e-005	-6.874733e+000
6.587901340571027e-007	3.564856e+000	-4.407296e+004	3.564851e-005	-4.694885e+000
6.590504934455181e-007	3.564852e+000	-4.399346e+004	3.564842e-005	-1.991901e+000
6.591728538531492e-007	3.564852e+000	-4.395606e+004	3.564791e-005	-7.120116e-001
6.592112277354549e-007	3.564852e+000	-4.394432e+004	3.564753e-005	-3.084954e-001
6.592473333417226e-007	3.564852e+000	-4.393327e+004	3.564850e-005	7.191633e-002
6.592673032122927e-007	3.564852e+000	-4.392716e+004	3.565014e-005	2.825025e-001
6.592855406393870e-007	3.564852e+000	-4.392158e+004	3.565072e-005	4.749679e-001
6.593949652019532e-007	3.564852e+000	-4.388807e+004	3.564862e-005	1.631704e+000
6.598326634522182e-007	3.564860e+000	-4.375374e+004	3.564858e-005	6.249521e+000
6.604162611192382e-007	3.564884e+000	-4.357398e+004	3.564876e-005	1.218638e+001
6.615834564532780e-007	3.564965e+000	-4.321278e+004	3.564962e-005	2.295514e+001
6.627788584341146e-007	3.565084e+000	-4.284029e+004	3.565086e-005	3.149853e+001
6.643291444683765e-007	3.565279e+000	-4.235269e+004	3.565279e-005	3.753934e+001
6.658067785505652e-007	3.565475e+000	-4.188273e+004	3.565474e-005	3.744352e+001
6.672265591649860e-007	3.565650e+000	-4.142573e+004	3.565651e-005	3.169357e+001
6.684729726651064e-007	3.565770e+000	-4.102007e+004	3.565772e-005	2.268468e+001
6.696385712407374e-007	3.565844e+000	-4.063700e+004	3.565845e-005	1.188548e+001
6.705473987446353e-007	3.565871e+000	-4.033577e+004	3.565872e-005	2.639822e+000
6.713205023425451e-007	3.565869e+000	-4.007757e+004	3.565870e-005	-5.265594e+000
6.720665277495333e-007	3.565844e+000	-3.982655e+004	3.565844e-005	-1.231374e+001
6.732248888312776e-007	3.565772e+000	-3.943381e+004	3.565773e-005	-2.139021e+001
6.744798235614540e-007	3.565663e+000	-3.900517e+004	3.565663e-005	-2.805791e+001
6.757346549311530e-007	3.565534e+000	-3.857357e+004	3.565534e-005	-3.040875e+001
6.771268831763312e-007	3.565390e+000	-3.809205e+004	3.565391e-005	-2.790473e+001
6.782932033511777e-007	3.565284e+000	-3.768701e+004	3.565284e-005	-2.198260e+001
6.792336573236462e-007	3.565220e+000	-3.735946e+004	3.565221e-005	-1.480511e+001
6.800806726262430e-007	3.565186e+000	-3.706388e+004	3.565187e-005	-6.966215e+000
6.808885536284789e-007	3.565178e+000	-3.678154e+004	3.565178e-005	1.195835e+000
6.817795771000399e-007	3.565197e+000	-3.646970e+004	3.565200e-005	1.034486e+001
6.827533080777206e-007	3.565253e+000	-3.612842e+004	3.565254e-005	1.967103e+001
6.840513722624763e-007	3.565371e+000	-3.567268e+004	3.565369e-005	2.983205e+001
6.854731081002530e-007	3.565539e+000	-3.517236e+004	3.565535e-005	3.686174e+001
6.868984972404221e-007	3.565729e+000	-3.466910e+004	3.565726e-005	3.894237e+001
6.879008399237652e-007	3.565862e+000	-3.431371e+004	3.565860e-005	3.691380e+001
6.888341322372701e-007	3.565975e+000	-3.398122e+004	3.565974e-005	3.221793e+001
6.897767868518913e-007	3.566068e+000	-3.364362e+004	3.566070e-005	2.528676e+001
6.908768878361689e-007	3.566146e+000	-3.324734e+004	3.566148e-005	1.532779e+001
6.918550388053332e-007	3.566186e+000	-3.289296e+004	3.566186e-005	5.526009e+000
6.925248343565327e-007	3.566192e+000	-3.264890e+004	3.566190e-005	-1.349224e+000
6.933716650307120e-007	3.566174e+000	-3.233869e+004	3.566170e-005	-9.653646e+000
6.942980975922780e-007	3.566128e+000	-3.199754e+004	3.566123e-005	-1.751579e+001
6.956007333192245e-007	3.566030e+000	-3.151549e+004	3.566024e-005	-2.592933e+001
6.965777367564002e-007	3.565937e+000	-3.115245e+004	3.565932e-005	-2.972752e+001
6.974407984429997e-007	3.565847e+000	-3.083066e+004	3.565844e-005	-3.060703e+001
6.983254993434238e-007	3.565755e+000	-3.049999e+004	3.565755e-005	-2.900197e+001
6.994137940026168e-007	3.565656e+000	-3.009249e+004	3.565658e-005	-2.393788e+001
7.006818407939951e-007	3.565570e+000	-2.961710e+004	3.565571e-005	-1.479813e+001
7.018455704747037e-007	3.565526e+000	-2.918053e+004	3.565525e-005	-4.234684e+000
7.025953420171249e-007	3.565522e+000	-2.889917e+004	3.565522e-005	3.324854e+000
7.033593543444961e-007	3.565543e+000	-2.861244e+004	3.565545e-005	1.112031e+001
7.044241558786264e-007	3.565608e+000	-2.821275e+004	3.565607e-005	2.115749e+001
7.056803593128685e-007	3.565724e+000	-2.774109e+004	3.565720e-005	3.087830e+001
7.068779730089859e-007	3.565865e+000	-2.729121e+004	3.565862e-005	3.711054e+001
7.079420923059083e-007	3.566006e+000	-2.689105e+004	3.566004e-005	3.933432e+001
7.090333586946301e-007	3.566152e+000	-2.647986e+004	3.566148e-005	3.791953e+001
7.103269608273934e-007	3.566306e+000	-2.599081e+004	3.566303e-005	3.187680e+001
7.118318835032059e-007	3.566446e+000	-2.541941e+004	3.566445e-005	2.059727e+001
7.129633214265920e-007	3.566513e+000	-2.498781e+004	3.566511e-005	1.000645e+001
7.137030378394846e-007	3.566532e+000	-2.470437e+004	3.566530e-005	2.468635e+000
7.144584172607444e-007	3.566529e+000	-2.441382e+004	3.566530e-005	-5.189498e+000
7.151863958420142e-007	3.566505e+000	-2.413277e+004	3.566508e-005	-1.196478e+001
7.163668620941815e-007	3.566435e+000	-2.367526e+004	3.566435e-005	-2.102492e+001
7.176053129946151e-007	3.566331e+000	-2.319358e+004	3.566331e-005	-2.720777e+001
7.190661761678049e-007	3.566187e+000	-2.262384e+004	3.566188e-005	-2.946513e+001
7.202639439140203e-007	3.566069e+000	-2.215607e+004	3.566072e-005	-2.710383e+001
7.212287270174568e-007	3.565985e+000	-2.177915e+004	3.565989e-005	-2.222235e+001
7.220576761303016e-007	3.565929e+000	-2.145540e+004	3.565929e-005	-1.617184e+001
7.227917106579380e-007	3.565895e+000	-2.116892e+004	3.565898e-005	-9.710770e+000
7.234525740180189e-007	3.565879e+000	-2.091120e+004	3.565890e-005	-3.284423e+000
7.239491167854067e-007	3.565877e+000	-2.071771e+004	3.565886e-005	1.785365e+000
7.244169263073209e-007	3.565885e+000	-2.053558e+004	3.565889e-005	6.612992e+000
7.253139514928449e-007	3.565925e+000	-2.018670e+004	3.565926e-005	1.552938e+001
7.264378501749715e-007	3.566009e+000	-1.975007e+004	3.566010e-005	2.530662e+001
7.278691664139587e-007	3.566161e+000	-1.919466e+004	3.566161e-005	3.425993e+001
7.294219405755043e-007	3.566356e+000	-1.859244e+004	3.566358e-005	3.821985e+001
7.311313096989515e-007	3.566574e+000	-1.792899e+004	3.566577e-005	3.515700e+001
7.326979344955193e-007	3.566742e+000	-1.731951e+004	3.566744e-005	2.608155e+001
7.341635207209756e-007	3.566850e+000	-1.674748e+004	3.566850e-005	1.350172e+001
7.350759728686649e-007	3.566884e+000	-1.639016e+004	3.566887e-005	4.452781e+000
7.357755187628522e-007	3.566888e+000	-1.611544e+004	3.566891e-005	-2.672209e+000
7.364914094045075e-007	3.566872e+000	-1.583364e+004	3.566871e-005	-9.553781e+000
7.375205208160825e-007	3.566820e+000	-1.542768e+004	3.566817e-005	-1.806634e+001
7.387413799777069e-007	3.566727e+000	-1.494515e+004	3.566725e-005	-2.522850e+001
7.402511942912351e-007	3.566585e+000	-1.434777e+004	3.566583e-005	-2.892816e+001
7.417123949119554e-007	3.566444e+000	-1.376975e+004	3.566443e-005	-2.687977e+001
7.429561616347422e-007	3.566341e+000	-1.327847e+004	3.566343e-005	-2.062328e+001
7.441112011235138e-007	3.566275e+000	-1.282327e+004	3.566275e-005	-1.167330e+001
7.450966089249608e-007	3.566248e+000	-1.243591e+004	3.566246e-005	-2.430408e+000
